ConceptID	Active	FSN	USPreferredTerm
82276009	1	Poisoning caused by antidepressant (disorder)	Poisoning by antidepressant
82280004	1	Smooth (qualifier value)	Smooth
82285009	1	Low fat wired jaw diet (finding)	Low fat wired jaw diet
82297005	1	Congestion of nasal sinus (disorder)	Congestion of nasal sinus
82300000	1	Degenerative joint disease of ankle AND/OR foot (disorder)	Degenerative joint disease of ankle AND/OR foot
82302008	1	Pipe smoker (finding)	Pipe smoker
82313006	1	Suicide attempt (event)	Suicide attempt
82314000	1	Administration of vaccine product containing only Rubella virus antigen (procedure)	Administration of rubella vaccine
82327001	1	Cardiac fluoroscopy (procedure)	Cardiac fluoroscopy
82334004	1	Indeterminate (qualifier value)	Indeterminate
82339009	1	Amphetamine-induced anxiety disorder (disorder)	Amphetamine-induced anxiety disorder
82355002	1	Syphilitic aortic stenosis (disorder)	Syphilitic aortic stenosis
82365008	1	Structure of parasternal lymph node (body structure)	Structure of parasternal lymph node
82403002	1	Cholangitis (disorder)	Cholangitis
82415003	1	Agoraphobia without history of panic disorder without limited symptom attacks (disorder)	Agoraphobia without history of panic disorder without limited symptom attacks
82423001	1	Chronic pain (finding)	Chronic pain
82440005	1	Hampshire Down sheep (organism)	Hampshire Down sheep
82449006	1	Peripheral intravenous catheter, device (physical object)	Peripheral intravenous catheter
82470000	1	Muscle fasciculation (finding)	Muscle fasciculation
82471001	1	Left atrial structure (body structure)	Left atrial structure
82474009	1	Calcaneal tubercle structure (body structure)	Calcaneal tubercle structure
82494000	1	Panic disorder without agoraphobia with panic attacks in full remission (disorder)	Panic disorder without agoraphobia with panic attacks in full remission
82523003	1	Congestive rheumatic heart failure (disorder)	Congestive rheumatic heart failure
82525005	1	Congenital cystic kidney disease (disorder)	Multiple congenital cysts of kidney
82545002	1	Blood transfusion reaction (disorder)	Blood transfusion reaction
82550008	1	Acinetobacter calcoaceticus (organism)	Acinetobacter calcoaceticus
82561000	1	Symphysis pubis structure (body structure)	Symphysis pubis structure
82562007	1	Osteochondritis dissecans (disorder)	Osteochondritis dissecans
82566005	1	Animal feed (substance)	Animal feed
82573000	1	Product containing lidocaine (medicinal product)	Lidocaine-containing product
82576008	1	Retained foreign body in eye (disorder)	Retained foreign body in eye
82581004	1	Ex-drinker (finding)	Ex-drinker
82598004	1	Secondary hypothyroidism (disorder)	Secondary hypothyroidism
82608003	1	Atrial dilatation (disorder)	Atrial dilatation
82612009	1	Stumbling (event)	Stumbling
82621005	1	Natural death with proved cause by autopsy (event)	Natural death with proved cause by autopsy
82628004	1	Structure of mandibular right lateral incisor tooth (body structure)	Structure of mandibular right lateral incisor tooth
82639001	1	Premenstrual tension syndrome (disorder)	Premenstrual tension syndrome
82649003	1	Astigmatism (disorder)	Astigmatism
82661006	1	Abdominal pregnancy (disorder)	Abdominal pregnancy
82676003	1	Wolf (organism)	Wolf
82680008	1	Digit structure (body structure)	Digit structure
82682000	1	Victoria blue 4R stain (substance)	Victoria blue 4R stain
82696006	1	Neonatal jaundice due to delayed conjugation from breast milk inhibitor (disorder)	Neonatal jaundice due to delayed conjugation from breast milk inhibitor
82701004	1	Pregestational diabetes mellitus AND/OR impaired glucose tolerance, modified White class FR (disorder)	Pregestational diabetes mellitus AND/OR impaired glucose tolerance, modified White class FR
82711006	1	Infiltrating duct carcinoma (morphologic abnormality)	Infiltrating duct carcinoma
82719008	1	Fetal or neonatal effect of maternal anesthesia and/or analgesia (disorder)	Fetal or neonatal effect of maternal anesthesia and/or analgesia
82732003	1	Familial hypokalemic periodic paralysis (disorder)	Familial hypokalemic periodic paralysis
82738004	1	Panic disorder with agoraphobia, moderate agoraphobic avoidance AND moderate panic attacks (disorder)	Panic disorder with agoraphobia, moderate agoraphobic avoidance AND moderate panic attacks
82789004	1	Acute mastitis (disorder)	Acute mastitis
82793005	1	Hypothalamic obesity (disorder)	Hypothalamic obesity
82799009	1	Cardiac output (observable entity)	Cardiac output
82814008	1	Oedipus complex (finding)	Oedipus complex
82823006	1	Autopsy, gross examination with brain (procedure)	Autopsy, gross examination with brain
82849001	1	Retroperitoneal compartment structure (body structure)	Retroperitoneal compartment structure
82876001	1	Living in mobile home (finding)	Living in mobile home
82909008	1	Middle white pig (organism)	Middle white pig
82935009	1	Male mature sexual state (finding)	Male mature sexual state
82947003	1	Fall from tree (event)	Fall from tree
82959004	1	Dementia paralytica juvenilis (disorder)	Dementia paralytica juvenilis
82971005	1	Impaired mobility (finding)	Impaired mobility
82985000	1	Hemorrhoids without complication (disorder)	Hemorrhoids without complication
82991003	1	Generalized aches and pains (finding)	Generalized aches and pains
82998009	1	Moderate manic bipolar I disorder (disorder)	Moderate manic bipolar I disorder
82999001	1	Epidural intracranial hemorrhage (disorder)	Epidural hemorrhage
83018002	1	Plantar arterial arch structure (body structure)	Plantar arterial arch structure
83036002	1	Lactate (substance)	Lactate
83059008	1	Tube, device (physical object)	Tube
83074005	1	Unplanned pregnancy (finding)	Unplanned pregnancy
83077003	1	Tall for age (finding)	Tall for age
83088009	1	Acinetobacter lwoffii (organism)	Acinetobacter lwoffii
83099006	1	Manual external cardiac massage with closed chest (procedure)	Manual external cardiac massage with closed chest
83119008	1	Congenital insufficiency of tricuspid valve (disorder)	Congenital insufficiency of tricuspid valve
83128009	1	Oliguria (finding)	Oliguria
83132003	1	Upper abdominal pain (finding)	Upper abdominal pain
83152002	1	Oophorectomy (procedure)	Oophorectomy
83159006	1	Cytomegalovirus encephalitis (disorder)	Cytomegalovirus encephalitis
83173002	1	Scottish Highland cattle breed (organism)	Scottish Highland cattle
83208000	1	Exposure to mechanical force (event)	Exposure to mechanical force
83216009	1	Staffordshire bull terrier (organism)	Staffordshire bull terrier
83225003	1	Bipolar II disorder (disorder)	Bipolar II disorder
83236005	1	Saint Bernard dog (organism)	Saint Bernard dog
83240001	1	Abnormal sexual state and development (finding)	Abnormal sexual state and development
83251001	1	Frontal lobe structure (body structure)	Frontal lobe structure
83253003	1	Shyness disorder of childhood (disorder)	Shyness disorder of childhood
83285000	1	Enteropathogenic Escherichia coli (organism)	Enteropathogenic Escherichia coli
83291003	1	Cor pulmonale (disorder)	Cor pulmonale
83323007	1	Bone formation, function (observable entity)	Bone formation
83330001	1	Patent ductus arteriosus (disorder)	Patent ductus arteriosus
83331002	1	T & A soft diet (finding)	T & A soft diet
83333004	1	Creation of cardiac pacemaker pocket new site in subcutaneous tissue (procedure)	Creation of cardiac pacemaker pocket new site in subcutaneous tissue
83346009	1	Infant diet 5-7 months: cereal (finding)	Infant diet 5-7 months: cereal
83358009	1	Rotavirus group F (organism)	Rotavirus group F
83365001	1	Thais (ethnic group)	Thais
83376002	1	Restoration, inlay, porcelain/ceramic (procedure)	Restoration, inlay, porcelain/ceramic
83380007	1	Structure of gastro-omental lymph node (body structure)	Structure of gastro-omental lymph node
83412009	1	Periodontal abscess (disorder)	Periodontal abscess
83414005	1	Macrocytic anemia (disorder)	Macrocytic anemia
83419000	1	Femoral vein structure (body structure)	Femoral vein structure
83420006	1	Natural daughter (person)	Natural daughter
83421005	1	Failure to lose weight (finding)	Failure to lose weight
83422003	1	Diagnostic procedure on blood vessel (procedure)	Diagnostic procedure on blood vessel
83423008	1	Sodium diprotrizoate (substance)	Sodium diprotrizoate
83458005	1	Agitated depression (disorder)	Agitated depression
83468000	1	Fall from chair (event)	Fall from chair
83469008	1	Hyperinsulinism (disorder)	Hyperinsulinism
83473006	1	Structure of occlusal surface of tooth (body structure)	Structure of occlusal surface of tooth
83504004	1	Finnish spitz dog (organism)	Finnish spitz dog
83521008	1	Dilated cardiomyopathy caused by alcohol (disorder)	Dilated cardiomyopathy secondary to alcohol
83536006	1	Stenosis of cervix (disorder)	Stenosis of cervix
83549001	1	Observation of parental sex act (finding)	Observation of parental sex act
83555006	1	Structure of lymphatic vessel (body structure)	Structure of lymphatic vessel
83561009	1	Spinal stenosis in cervical region (disorder)	Spinal stenosis in cervical region
83573009	1	Phenylalanine restricted diet (finding)	Phenylalanine restricted diet
83578000	1	Surgical (qualifier value)	Surgical
83579008	1	Mixed gonadal dysgenesis (disorder)	Mixed gonadal dysgenesis
83584002	1	Luo (ethnic group)	Luo
83598005	1	Xenon (substance)	Xenon
83600004	1	Spirit soluble eosin stain (substance)	Spirit soluble eosin stain
83607001	1	Gynecologic examination (procedure)	Gynecologic examination
83617006	1	Hepatitis D virus (organism)	Hepatitis D virus
83619009	1	Polyvinyl alcohol (substance)	Polyvinyl alcohol
83620003	1	Nonpuerperal mastitis (disorder)	Nonpuerperal mastitis
83631006	1	Panic disorder with agoraphobia, moderate agoraphobic avoidance AND severe panic attacks (disorder)	Panic disorder with agoraphobia, moderate agoraphobic avoidance AND severe panic attacks
83670000	1	Peritoneal cavity structure (body structure)	Peritoneal cavity structure
83675005	1	Corynebacterium diphtheriae type gravis (organism)	Corynebacterium diphtheriae type gravis
83723009	1	Mycobacterium avium (organism)	Mycobacterium avium
83746006	1	Chronic schizophrenia (disorder)	Chronic schizophrenia
83785004	1	Transient blindness (disorder)	Transient blindness
83799000	1	Corrected transposition of great vessels (disorder)	Corrected transposition of great vessels
83813007	1	Tube feeding diet (finding)	Tube feeding diet
83821001	1	Cryptosporidium (organism)	Cryptosporidium
83841006	1	Mycobacterium intracellulare (organism)	Mycobacterium intracellulare
83853005	1	Enteral formula (finding)	Enteral formula
83866005	1	Focal AND segmental proliferative glomerulonephritis (disorder)	Focal AND segmental proliferative glomerulonephritis
83881004	1	Aluminium oxide (substance)	Aluminum oxide
83883001	1	Cardiovascular syphilis (disorder)	Cardiovascular syphilis
83891005	1	Solo practice private office (environment)	Solo practice private office
83901003	1	Sjögren's syndrome (disorder)	Sjögren's syndrome
83939006	1	Irula (ethnic group)	Irula
83943005	1	Temper tantrum (finding)	Temper tantrum
83956003	1	Companion sex play (finding)	Companion sex play
83978005	1	Primary familial hypertrophic cardiomyopathy (disorder)	Primary familial hypertrophic cardiomyopathy
83996001	1	Criollo cattle breed (organism)	Criollo cattle
84002002	1	Pedophilia (disorder)	Pedophilia
84017003	1	Bursitis (disorder)	Bursitis
84026000	1	Fall from moving vehicle (event)	Fall from moving vehicle
84027009	1	Pernicious anemia (disorder)	Pernicious anemia
84056009	1	Esophageal stage of deglutition (observable entity)	Esophageal stage of deglutition
84068000	1	C1 certainty (qualifier value)	C1 certainty
84081007	1	Boar power pig 747 (organism)	Boar power pig 747
84088001	1	Correction of atresia of external meatus of ear (procedure)	Correction of atresia of external meatus of ear
84089009	1	Hiatal hernia (disorder)	Hiatal hernia
84094009	1	Rebound hypertension (disorder)	Rebound hypertension
84114007	1	Heart failure (disorder)	Heart failure
84138006	1	Collapse of vertebra (disorder)	Collapse of vertebra
84149000	1	Aspiration of cataract by phacoemulsification (procedure)	Aspiration of cataract by phacoemulsification
84172003	1	Spondylitis (disorder)	Spondylitis
84180005	1	Mycobacterium simiae (organism)	Mycobacterium simiae
84195007	1	Classical cesarean section (procedure)	Classical cesarean section
84210007	1	Campylobacter fetus (organism)	Campylobacter fetus
84217005	1	Titan yellow stain (substance)	Titan yellow stain
84219008	1	Structure of iliac lymph node (body structure)	Structure of iliac lymph node
84229001	1	Fatigue (finding)	Fatigue
84232003	1	Kleen leen red pig (organism)	Kleen leen red pig
84267003	1	Hysterotomy with removal of foreign body (procedure)	Hysterotomy with removal of foreign body
84275009	1	Obstetrical hysterotomy (procedure)	Obstetrical hysterotomy
84282008	1	Simple ligature of hemorrhoid (procedure)	Hemorrhoidectomy by simple ligature
84292000	1	Menstrual period late (finding)	Menstrual period late
84301002	1	External auditory canal structure (body structure)	External auditory canal structure
84315000	1	Boar power pig 474 (organism)	Boar power pig 474
84360004	1	Ovoid shape (qualifier value)	Ovoid shape
84365009	1	Skin structure of philtrum (body structure)	Skin structure of philtrum
