nct_id,overall_status,plan_to_share_ipd,plan_to_share_ipd_description,study_type,phase,study_first_submitted_date,official_title,enrollment,enrollment_type,primary_completion_month_year,primary_completion_date_type
NCT00499434,Unknown status,NA,NA,Observational,NA,2007-07-10,Correlation Between Values of Serum Cytokines and of Those Dosed by mRNA Expression Through the Use of Real-time PCR and Hepatic Histology in Patients Infected by HIV-1 and the Hepatitis-C Virus,110,Anticipated,January 2009,Anticipated
NCT00499187,Completed,NA,NA,Observational,NA,2007-07-09,A Preliminary Evaluation of Fanconi Syndrome Due to Antiretroviral Therapies in HIV-Infected Persons,56,Actual,March 2011,Actual
NCT00498056,Withdrawn,NA,NA,Interventional,Phase 2,2007-07-05,"A Phase IIB Test-of-Concept, Randomized, Double-Blind, Placebo-Controlled, International Clinical Trial to Evaluate the Efficacy, Safety, and Immunogenicity of a Multiclade HIV-1 DNA Plasmid Vaccine, VRC-HIVDNA016-00-VP, Followed by a Multiclade Recombinant Adenoviral Vector Vaccine, VRC-HIVADV014-00-VP, in HIV Uninfected Persons",0,Actual,NA,NA
NCT00497081,Completed,NA,NA,Interventional,Phase 2,2007-07-05,Mirtazapine to Reduce Methamphetamine Use Among MSM With High-risk HIV Behaviors,60,Actual,March 2010,Actual
NCT00497055,Completed,NA,NA,Interventional,Phase 2,2007-07-05,Aripiprazole Treatment for Methamphetamine Dependence Among High-risk Individuals,90,Actual,March 2012,Actual
NCT00496782,Terminated,NA,NA,Interventional,Phase 1,2007-07-03,"Surrogate Marker For Tropism-A Multi-Center, Open Label, Pilot Study",16,Actual,October 2008,Actual
NCT00496691,Completed,NA,NA,Interventional,Phase 1,2007-07-03,HIV Prevention for Youth With Severe Mental Illness,718,Actual,December 2010,Actual
NCT00495651,Completed,NA,NA,Interventional,Phase 3,2007-07-02,"Benefits and Risks of Early Antiretroviral Therapy in HIV-infected Adults in Abidjan, CÃ´te d'Ivoire: Randomized Controlled Trial (ANRS 12136 TEMPRANO)",2073,Actual,January 2015,Actual
NCT00495326,Completed,NA,NA,Interventional,Phase 2/Phase 3,2007-07-02,Randomized Non-inferiority Trial Comparing the Nevirapine-based Antiretroviral Therapy Versus the Standard Efavirenz-based ART for the Treatment of HIV-TB Co-infected Patients on Rifampicin-based Therapy (ANRS 12146 CARINEMO),570,Actual,April 2011,Actual
NCT00494936,Completed,NA,NA,Observational,NA,2007-06-28,HIV/HCV: Neuropsychiatric and Neurophysiological Features,78,Actual,July 2009,Actual
NCT00494273,Completed,NA,NA,Interventional,Phase 1/Phase 2,2007-06-28,HIV Prevention in Haitian Youths (HAP),320,NA,December 2006,Actual
NCT00493506,Completed,NA,NA,Interventional,N/A,2007-06-26,"The Effects of ProAlgaZyme Novel Algae Infusion Alone or in Combination With HAART on Markers of Immune Status, Dyslipidemia, Inflammation and Oxidative Stress in HIV or HIV/HBV Patients",59,Actual,NA,NA
NCT00491556,Completed,NA,NA,Interventional,N/A,2007-06-22,Preservation and Expansion of T-cell Subsets Following HAART De-intensification to Atazanavir/Ritonavir (ATV/r) in Adolescents With CD4 + T Cells > 350 Cells/mm3 Initiating HAART,102,Actual,June 2013,Actual
NCT00491335,Completed,NA,NA,Observational,NA,2007-06-23,"HIV Infection and Tobacco Use Among Injection Drug Users in Baltimore, MD: A Pilot Study of Biomarkers",NA,NA,NA,NA
NCT00490412,Completed,NA,NA,Interventional,N/A,2007-06-21,"Randomized, Placebo-controlled Trial of the Safety and Effectiveness of Vitamin D Supplement to Improve Tubular Reabsorption of Phosphate and Decrease Bone Turnover in Adolescents and Young Adults With HIV Infection Being Treated With Antiretroviral Therapy Containing Tenofovir Compared to Those Being Treated With Antiretroviral Therapy Not Containing Tenofovir",207,Actual,January 2010,Actual
NCT00490152,Completed,NA,NA,Observational,NA,2007-06-21,"Microbicide-Use Adherence, Acceptability, and Attitudes Among Sexually Active Young Women Participating in a Phase I Microbicide Trial (MTN 004) ""Tell Juliana""",59,Actual,November 2009,Actual
NCT00490074,Completed,NA,NA,Interventional,Phase 1/Phase 2,2007-06-21,A Phase I/II Trial to Compare the Immunogenicity and Safety of 3 DNA C Prime Followed by 1 NYVAC C Boost to 2 DNA C Prime Followed by 2 NYVAC C Boost,147,Actual,December 2008,Actual
NCT00489528,Completed,NA,NA,Interventional,Phase 3,2007-06-20,"A Randomized, Parallel Group, Double-Blind, Placebo-Controlled, Dose-Ranging, Multicenter Study of Recombinant Human Growth Hormone (Serostim) in the Treatment of HIV-Associated Catabolism/Wasting",NA,NA,NA,NA
NCT00489385,Completed,NA,NA,Interventional,Phase 1,2007-06-20,An Open Label Non-Randomized Trial to Assess Safety and Tolerability of Alb-Interferon Alfa 2b Every Two Weeks With Ribavirin Among HIV/HCV Coinfected Individuals,41,Actual,"March 15, 2011",Actual
NCT00488995,Withdrawn,NA,NA,Interventional,Phase 2,2007-06-19,"A Phase 2 Study To Evaluate The Safety, Tolerability, Virologic And Immunologic Effect Of Single-Dose CP-675,206 In Patients Infected With Human Immunodeficiency Virus",0,Actual,NA,NA
NCT00488059,Terminated,NA,NA,Interventional,Phase 4,2007-06-18,"A Multicenter, Open-label Study Evaluating the Antiviral Activity and Safety of Enfuvirtide (ENF) Once Daily (QD) or Twice Daily (BID) in Triple-class Experienced HIV-1 Infected Patients Changing Their Therapy to a Standard of Care (SOC) Regimen That Includes Initiating Raltegravir Plus an Optimized Background (OB) Antiviral Regimen",29,Actual,October 2008,Actual
NCT00487188,Completed,NA,NA,Interventional,Phase 4,2007-06-14,"Phase IIIb/IV Randomized, Controlled Study Evaluating an Intensification Treatment Strategy of Adding Enfuvirtide (ENF) to an Oral Highly Active AntiRetroviral Therapy (HAART) in Treatment Experienced Patients",47,Actual,November 2007,Actual
NCT00486408,Completed,NA,NA,Interventional,Phase 1,2007-06-12,"A Phase 1B Open-label Clinical Trial to Expand the Characterization of the Immune Responses to the Merck Adenovirus Serotype 5 HIV-1 Gag/Pol/Nef Vaccine in Healthy, HIV-1-uninfected Adult Participants",35,Actual,September 2008,Actual
NCT00486330,Completed,NA,NA,Interventional,N/A,2007-06-12,Pharmacokinetic Interactions Between Buprenorphine/Naloxone and Tipranavir/Ritonavir in HIV-Negative Subjects Chronically Receiving Buprenorphine/Naloxone,12,Actual,May 2007,Actual
NCT00485264,Completed,NA,NA,Interventional,Phase 1/Phase 2,2007-06-11,"A Phase I/II, Multicenter, Open-Label, Noncomparative Study of the International Maternal, Pediatric, Adolescent AIDS Clinical Trials (IMPAACT) Group to Evaluate the Safety, Tolerability, Pharmacokinetics, and Antiviral Activity of Raltegravir (Isentress, MK-0518) in HIV-1 Infected Children and Adolescents",153,Actual,"June 3, 2013",Actual
NCT00484627,Completed,NA,NA,Interventional,Phase 2,2007-06-08,Ergogenic Effects of Creatine Supplementation in HIV Infection,43,Actual,NA,NA
NCT00483483,Completed,NA,NA,Interventional,N/A,2007-06-06,Maximizing Opportunity: HIV Prevention in Hospitalized Russian Drinkers,700,Actual,July 2011,Actual
NCT00483054,Completed,NA,NA,Interventional,Phase 3,2007-06-05,Efavirenz-based Versus Nevirapine-based Antiretroviral Therapy Among HIV-infected Patients Receiving Rifampin,142,Actual,December 2008,Actual
NCT00482963,Completed,NA,NA,Interventional,Phase 1,2007-06-05,"A Pilot Study of the Pharmacokinetic Interactions Between the Hormonal Emergency Contraception, Plan B, and Efavirenz",24,Actual,December 2008,Actual
NCT00482027,Completed,NA,NA,Interventional,Phase 1,2007-05-31,"A Phase 1 Randomized, Placebo-controlled, Double-blind Dose-escalation Trial to Evaluate the Safety and Immunogenicity of tgAAC09, a Gag-PR-RT AAV HIV Vaccine",80,Actual,December 2006,Actual
NCT00481390,Completed,NA,NA,Observational,NA,2007-05-31,Prospective Epidemiological Study of the Prevalence of HLA-B*5701 in HIV-1 Infected Patients,1110,Actual,December 2007,Actual
NCT00480792,Completed,NA,NA,Interventional,Phase 3,2007-05-30,"Open-label, Randomized, and Multicentric Phase III Clinical Trial Comparing Three Strategies of Vaccination Against the Virus of Hepatitis B in HIV-1-infected Patients With CD4-positive T-lymphocytes Counts Above 200 permm3 ANRS HB 03 VIHVAC-B",437,Actual,December 2008,Actual
NCT00480558,Completed,NA,NA,Interventional,Phase 1,2007-05-30,"A Phase I Study Evaluating the Safety and Immunogenicity of a New TB Vaccine, MVA85A, in Asymptomatic Volunteers Who Are Infected With Either Mycobacterium Tuberculosis (M.tb.), Human Immunodeficiency Virus (HIV) or Both",48,Anticipated,January 2011,Actual
NCT00480350,Unknown status,NA,NA,Interventional,Phase 2,2007-05-28,NA,140,Anticipated,NA,NA
NCT00479141,Completed,NA,NA,Interventional,N/A,2007-05-25,A Cluster-Randomized Trail to Evaluate the Efficacy of a Combined Individual- and Community-Based Behavioral Intervention to Improve Quality of Life (QOL) For HIV-Positive Villagers in Rural China,3199,Actual,July 2007,Actual
NCT00478231,Completed,NA,NA,Interventional,Phase 3,2007-05-22,"A Multicenter, Open Label, Non-Comparative Safety Study Of Maraviroc",209,Actual,August 2010,Actual
NCT00477321,Completed,NA,NA,Interventional,Phase 1,2007-05-22,"A Ph I/IIa Rand Placebo Ctrl, S-Blind Multictr Dose-Esc Study of SC Intermittent Interleukin-7 CYT107 in Chronically HIV-Infected Pts With CD4 T Lymphocyte Counts 101-400 Cells-/mm(3) and Plasma HIV RNA Less Than 50 Copies/mL After at Least 12 M of HAART",30,Actual,October 2009,Actual
NCT00477308,Completed,NA,NA,Interventional,Phase 4,2007-05-20,"Clinical, Immunologic and Virological Outcomes of Genotyping Directed Salvage Therapy in Children Who Have Failed Dual NRTIs",95,Actual,April 2009,Actual
NCT00476853,Completed,NA,NA,Interventional,Phase 2,2007-05-20,"A 48 Week, Randomized, Open-label, 2 Arm Study to Compare the Efficacy, Safety and Tolerability of HAART Containing Nevirapine 400mg/Day Versus Nevirapine 600 mg/Day in HIV-1 Infected Patients Started at 2-6 Weeks After Initiating Rifampin Containing Antituberculous Therapy",42,Actual,September 2008,Actual
NCT00476671,Completed,NA,NA,Observational,NA,2007-05-20,Prevalence and Risk Factors of HIV-Associated Neurocognitive Impairment and Psychiatric Comorbidities in HIV-1 Infected Thai Individuals With Undetectable Viral Load in the HAART Era.,100,Anticipated,April 2008,Actual
NCT00476606,Recruiting,NA,NA,Observational,NA,2007-05-20,Treatment Outcome of Children With HIV Infection,1000,Anticipated,December 2020,Anticipated
NCT00029744,Completed,NA,NA,Observational,NA,2002-01-21,An HIV Vaccine Preparedness Study,NA,NA,NA,NA
NCT00476502,Completed,NA,NA,Observational,NA,2007-05-20,Study of Genetic Polymorphisms of CYP 3A and MDR-1 Genes in Thai HIV-1 Infected Patients on Saquinavir/Ritonavir,250,Actual,December 2008,Actual
NCT00476463,Completed,NA,NA,Interventional,Phase 2,2007-05-20,Virological and Clinical Anti-HBV Efficacy of Tenofovir and Emtricitabine in Antiretroviral Naive Patients With HIV/HBV Co-infection,24,Actual,December 2008,Actual
NCT00476424,Completed,NA,NA,Interventional,Phase 2,2007-05-20,A Pharmacokinetic Study of Once Daily Efavirenz 400 mg Versus 600 mg in Thai HIV-1 Infected Subjects,28,Actual,March 2008,Actual
NCT00476359,Completed,NA,NA,Interventional,Phase 4,2007-05-20,Lopinavir/r Plus Saquinavir Salvage Therapy in HIV-infected Children With NRTI and/or NNRTI Failure: PK and Two-year Treatment Follow up,50,Actual,November 2008,Actual
NCT00474435,Unknown status,NA,NA,Interventional,Phase 2,2007-05-16,"The Pharmacokinetics of Co-formulated Emtricitabine/Tenofovir/Efavirenz in HIV-infected Patients With Smear-positive Pulmonary Tuberculosis in the Kilimanjaro Region, Tanzania",30,Anticipated,December 2009,Anticipated
NCT00474370,Completed,NA,NA,Interventional,Phase 3,2007-05-15,Vicriviroc in Combination Treatment With an Optimized ART Regimen in HIV-Infected Treatment-Experienced Subjects (VICTOR-E4),400,Actual,August 2009,Actual
NCT00473018,Completed,NA,NA,Interventional,N/A,2007-05-09,NA,NA,NA,NA,NA
NCT00472719,Completed,NA,NA,Interventional,Phase 1,2007-05-11,"A Phase 1B Clinical Trial to Evaluate the Safety and Immunogenicity of Recombinant Adenoviral Serotype 35 (rAd35) and Serotype 5 (rAd5) HIV-1 Vaccines When Given in Heterologous Prime-Boost Regimens or as a Boost to a Recombinant DNA Vaccine in Healthy, HIV-1-Uninfected Adult Participants With Pre-Existing Immunity to Adenovirus Serotype 5 Infection",17,Actual,July 2008,Actual
NCT00471614,Completed,NA,NA,Interventional,Phase 2,2007-05-08,"Uridine Supplementation, Mitochondrial Function, and Glucose Metabolism in HIV",3,Actual,January 2012,Actual
NCT00470210,Completed,NA,NA,Interventional,Phase 4,2007-05-04,Efficacy and Safety of High-dose Ribavirin (1600 mg/d) Boosted With Epoetin Î² (450 IU/kg/wk) in HIV/HCV Coinfected Patients Not Responding to Previous Treatment Regimens,10,Actual,June 2009,Actual
NCT00469768,Completed,NA,NA,Interventional,Phase 1,2007-05-03,"A Double-blind, Randomized, Placebo-controlled Safety and Pharmacokinetic Study in Healthy HIV-negative Women to Assess the Delivery of Dapivirine From Matrix and Reservoir Intravaginal Rings Each Containing 25 mg of Dapivirine",24,Actual,NA,NA
NCT00469170,Completed,NA,NA,Interventional,Early Phase 1,2007-05-03,A Safety and Acceptability Study of a Vaginal Ring Microbicide Delivery Method for the Prevention of HIV Infection in Women,220,Actual,February 2010,Actual
NCT00466258,Completed,NA,NA,Interventional,Phase 4,2007-04-25,LINFOTARGAM: First-line Treatment With Dose-dense Chemotherapy Plus Rituximab (R-CHOP/14) and Highly Active Antiretroviral Therapy (HAART) in Patients With Diffuse Large B Cell Lymphoma (DLBCL) and Infection With the Human Immunodeficiency Virus (HIV),50,Anticipated,May 2009,Actual
NCT00466180,Completed,NA,NA,Interventional,Phase 4,2007-04-25,NA,62,Actual,NA,NA
NCT00465972,Completed,NA,NA,Interventional,Phase 4,2007-04-25,"A Randomized, Double-blind, Placebo Controlled Study to Assess the Efficacy and Safety of Doxepin and Temazepam in HIV Seropositive Patients With Insomnia.",44,Actual,August 2010,Actual
NCT00465426,Completed,NA,NA,Observational,NA,2007-04-24,Assessment of Cardiovascular Risk in HIV Patients,129,Actual,November 2011,Actual
NCT00465205,Completed,NA,NA,Interventional,Phase 3,2007-04-23,"A Randomized,Double-Blind , Placebo-Controlled Crossover Trial of Antivirals for Suppression of HSV and HIV Shedding in HIV-1, HSV-2 Co-infected Persons",20,Actual,December 2005,Actual
NCT00463086,Completed,NA,NA,Interventional,N/A,2007-04-19,A Randomized-controlled Trial of Isoniazid Plus Highly Active Antiretroviral Therapy Against Placebo to Prevent Tuberculosis in HIV-infected Persons,1368,Actual,November 2011,Actual
NCT00005278,Completed,NA,NA,Observational,NA,2000-05-25,NA,NA,NA,October 2007,Actual
NCT00461552,Completed,NA,NA,Interventional,Phase 2,2007-04-16,Therapeutic Approaches to HAART-Induced Lipodystrophy,23,Actual,September 2014,Actual
NCT00461266,Withdrawn,NA,NA,Interventional,Phase 4,2007-04-16,"A Randomized, Open Label Study to Determine the Immunological Benefits of Adding Fuzeon to an Antiretroviral Regimen in HIV-infected Fuzeon-naÃ¯ve Patients With Sustained HIV Viral Suppression",0,Actual,January 2008,Actual
NCT00460382,Completed,NA,NA,Interventional,Phase 2,2007-04-12,"Prospective Clinical Trial to Assess Safety and Efficacy of DRV/r(TMC 114/r), ETV(TMC 125) and MK-0518 in Addition to OBT in HIV-1 Infected Patients With Limited to No Treatment Options ANRS 139 TRIO",103,Actual,March 2008,Actual
NCT00459316,Completed,NA,NA,Interventional,Phase 1/Phase 2,2007-04-10,Phase I/II Study of Safety and Immunogenicity of Quadrivalent Meningococcal Conjugate Vaccine (MCV4) in HIV-Infected Children and Youth And Open Label Immunogenicity Study of a Booster Dose of MCV4 in Previously Immunized HIV-Infected Children and Youth,384,Actual,March 2013,Actual
NCT00458393,Completed,NA,NA,Interventional,Phase 3,2007-04-06,Chemoprophylaxis for HIV Prevention in Men,2499,Actual,February 2014,Actual
NCT00458302,Completed,NA,NA,Interventional,Phase 3,2007-04-06,"A Randomised, Controlled, Open-label Trial to Compare the Efficacy, Safety and Tolerability of a Treatment Simplification by Darunavir/Ritonavir (DRV/r) 800/100 mg O.D. vs a Triple Combination Therapy With DRV/r in HIV-1 Infected Patients With Undetectable Plasma HIV-RNA on Their Current Treatments.",256,Actual,February 2009,Actual
